,Eye Detection,Time
423,Blinking,2025-02-23 14:26:10.993733
424,Blinking,2025-02-23 14:26:10.993733
425,Blinking,2025-02-23 14:26:10.993733
426,Blinking,2025-02-23 14:26:10.993733
427,Blinking,2025-02-23 14:26:10.993733
428,Blinking,2025-02-23 14:26:10.993733
429,Blinking,2025-02-23 14:26:10.993733
430,Blinking,2025-02-23 14:26:10.993733
431,Blinking,2025-02-23 14:26:10.993733
432,Blinking,2025-02-23 14:26:10.993733
433,Blinking,2025-02-23 14:26:10.993733
434,CENTER,2025-02-23 14:26:10.993733
435,Blinking,2025-02-23 14:26:10.993733
436,Blinking,2025-02-23 14:26:10.993733
437,Blinking,2025-02-23 14:26:10.993733
438,Blinking,2025-02-23 14:26:10.993733
439,Blinking,2025-02-23 14:26:10.993733
440,Blinking,2025-02-23 14:26:10.993733
441,Blinking,2025-02-23 14:26:10.993733
442,Blinking,2025-02-23 14:26:10.993733
443,Blinking,2025-02-23 14:26:10.993733
444,Blinking,2025-02-23 14:26:10.993733
445,Blinking,2025-02-23 14:26:10.993733
446,Blinking,2025-02-23 14:26:10.993733
447,Blinking,2025-02-23 14:26:10.993733
448,Blinking,2025-02-23 14:26:10.993733
449,Blinking,2025-02-23 14:26:10.993733
450,Blinking,2025-02-23 14:26:10.993733
451,Blinking,2025-02-23 14:26:10.993733
452,Blinking,2025-02-23 14:26:10.993733
453,Blinking,2025-02-23 14:26:10.993733
454,CENTER,2025-02-23 14:26:10.993733
455,CENTER,2025-02-23 14:26:10.993733
456,CENTER,2025-02-23 14:26:10.993733
457,CENTER,2025-02-23 14:26:10.993733
458,Blinking,2025-02-23 14:26:10.993733
459,Blinking,2025-02-23 14:26:10.993733
460,CENTER,2025-02-23 14:26:10.993733
461,CENTER,2025-02-23 14:26:10.993733
462,CENTER,2025-02-23 14:26:10.993733
463,CENTER,2025-02-23 14:26:10.993733
464,CENTER,2025-02-23 14:26:10.993733
465,CENTER,2025-02-23 14:26:10.993733
466,CENTER,2025-02-23 14:26:10.993733
467,CENTER,2025-02-23 14:26:10.993733
468,CENTER,2025-02-23 14:26:10.993733
469,CENTER,2025-02-23 14:26:10.993733
470,CENTER,2025-02-23 14:26:10.993733
471,CENTER,2025-02-23 14:26:10.993733
472,CENTER,2025-02-23 14:26:10.993733
473,Blinking,2025-02-23 14:26:10.993733
474,CENTER,2025-02-23 14:26:10.993733
475,CENTER,2025-02-23 14:26:10.993733
476,CENTER,2025-02-23 14:26:10.993733
477,Blinking,2025-02-23 14:26:10.993733
478,Blinking,2025-02-23 14:26:10.993733
479,CENTER,2025-02-23 14:26:10.993733
480,Blinking,2025-02-23 14:26:10.993733
481,CENTER,2025-02-23 14:26:10.993733
482,Blinking,2025-02-23 14:26:10.993733
483,Blinking,2025-02-23 14:26:10.993733
484,Blinking,2025-02-23 14:26:10.993733
485,Blinking,2025-02-23 14:26:10.993733
486,Blinking,2025-02-23 14:26:10.993733
487,Blinking,2025-02-23 14:26:10.993733
488,Blinking,2025-02-23 14:26:10.993733
489,Blinking,2025-02-23 14:26:10.993733
490,Blinking,2025-02-23 14:26:10.993733
491,Blinking,2025-02-23 14:26:10.993733
492,Blinking,2025-02-23 14:26:10.993733
493,Blinking,2025-02-23 14:26:10.993733
494,Blinking,2025-02-23 14:26:10.993733
495,Blinking,2025-02-23 14:26:10.993733
496,Blinking,2025-02-23 14:26:10.993733
497,Blinking,2025-02-23 14:26:10.993733
498,Blinking,2025-02-23 14:26:10.993733
499,Blinking,2025-02-23 14:26:10.993733
500,Blinking,2025-02-23 14:26:10.993733
501,Blinking,2025-02-23 14:26:10.993733
502,Blinking,2025-02-23 14:26:10.993733
503,Blinking,2025-02-23 14:26:10.993733
504,Blinking,2025-02-23 14:26:10.993733
505,Blinking,2025-02-23 14:26:10.993733
506,Blinking,2025-02-23 14:26:10.993733
507,Blinking,2025-02-23 14:26:10.993733
508,Blinking,2025-02-23 14:26:10.993733
509,Blinking,2025-02-23 14:26:10.993733
510,Blinking,2025-02-23 14:26:10.993733
511,Blinking,2025-02-23 14:26:10.993733
512,Blinking,2025-02-23 14:26:10.993733
513,CENTER,2025-02-23 14:26:10.993733
514,Blinking,2025-02-23 14:26:10.993733
515,Blinking,2025-02-23 14:26:10.993733
516,Blinking,2025-02-23 14:26:10.993733
517,Blinking,2025-02-23 14:26:10.993733
518,Blinking,2025-02-23 14:26:10.993733
519,Blinking,2025-02-23 14:26:10.993733
520,Blinking,2025-02-23 14:26:10.993733
521,Blinking,2025-02-23 14:26:10.993733
522,Blinking,2025-02-23 14:26:10.993733
523,Blinking,2025-02-23 14:26:10.993733
524,Blinking,2025-02-23 14:26:10.993733
525,Blinking,2025-02-23 14:26:10.993733
526,Blinking,2025-02-23 14:26:10.993733
527,Blinking,2025-02-23 14:26:10.993733
528,Blinking,2025-02-23 14:26:10.993733
529,Blinking,2025-02-23 14:26:10.993733
530,Blinking,2025-02-23 14:26:10.993733
531,Blinking,2025-02-23 14:26:10.993733
532,Blinking,2025-02-23 14:26:10.993733
533,Blinking,2025-02-23 14:26:10.993733
534,Blinking,2025-02-23 14:26:10.993733
535,Blinking,2025-02-23 14:26:10.993733
536,Blinking,2025-02-23 14:26:10.993733
537,Blinking,2025-02-23 14:26:10.993733
538,Blinking,2025-02-23 14:26:10.993733
539,Blinking,2025-02-23 14:26:10.993733
540,Blinking,2025-02-23 14:26:10.993733
541,Blinking,2025-02-23 14:26:10.993733
542,Blinking,2025-02-23 14:26:10.993733
543,Blinking,2025-02-23 14:26:10.993733
544,Blinking,2025-02-23 14:26:10.993733
545,Blinking,2025-02-23 14:26:10.993733
546,Blinking,2025-02-23 14:26:10.993733
547,Blinking,2025-02-23 14:26:10.993733
548,Blinking,2025-02-23 14:26:10.993733
549,Blinking,2025-02-23 14:26:10.993733
