Emotion Detection,Time
non stress,13:52:32
high stress,13:52:33
high stress,13:52:33
high stress,13:52:33
high stress,13:52:33
non stress,13:52:33
non stress,13:52:33
non stress,13:52:33
non stress,13:52:33
non stress,13:52:33
non stress,13:52:33
non stress,13:52:34
non stress,13:52:34
non stress,13:52:34
non stress,13:52:34
non stress,13:52:34
high stress,13:52:34
non stress,13:52:34
non stress,13:52:34
high stress,13:52:34
non stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
high stress,13:52:35
non stress,13:52:35
non stress,13:52:36
non stress,13:52:36
non stress,13:52:36
non stress,13:52:36
non stress,13:52:36
high stress,13:52:36
high stress,13:52:36
high stress,13:52:36
high stress,13:52:36
high stress,13:52:37
high stress,13:52:37
high stress,13:52:37
non stress,13:52:37
non stress,13:52:37
non stress,13:52:37
high stress,13:52:37
non stress,13:52:37
non stress,13:52:37
non stress,13:52:37
high stress,13:52:37
high stress,13:52:38
high stress,13:52:38
high stress,13:52:38
high stress,13:52:38
high stress,13:52:38
non stress,13:52:38
non stress,13:52:38
non stress,13:52:38
high stress,13:52:38
high stress,13:52:38
high stress,13:52:39
non stress,13:52:39
high stress,13:52:39
non stress,13:52:39
high stress,13:52:39
non stress,13:52:39
non stress,13:52:39
non stress,13:52:39
non stress,13:52:39
non stress,13:52:39
non stress,13:52:40
non stress,13:52:40
non stress,13:52:40
non stress,13:52:40
non stress,13:52:40
high stress,13:52:40
high stress,13:52:40
high stress,13:52:40
non stress,13:52:40
high stress,13:52:40
non stress,13:52:40
non stress,13:52:41
high stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:41
non stress,13:52:42
non stress,13:52:42
high stress,13:52:42
high stress,13:52:42
non stress,13:52:42
non stress,13:52:42
non stress,13:52:42
high stress,13:52:42
non stress,13:52:42
non stress,13:52:43
non stress,13:52:43
non stress,13:52:43
non stress,13:52:43
non stress,13:52:43
non stress,13:52:43
non stress,13:52:44
high stress,13:52:44
non stress,13:52:44
non stress,13:52:44
non stress,13:52:44
high stress,13:52:44
non stress,13:52:44
non stress,13:52:45
non stress,13:52:45
non stress,13:52:45
non stress,13:52:45
non stress,13:52:45
non stress,13:52:45
non stress,13:52:45
high stress,13:52:45
high stress,13:52:45
high stress,13:52:46
high stress,13:52:46
non stress,13:52:46
non stress,13:52:46
high stress,13:52:46
non stress,13:52:46
non stress,13:52:46
non stress,13:52:46
non stress,13:52:46
high stress,13:52:46
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
non stress,13:52:47
high stress,13:52:47
non stress,13:52:48
non stress,13:52:48
non stress,13:52:48
non stress,13:52:48
non stress,13:52:48
non stress,13:52:48
non stress,13:52:48
non stress,13:52:48
