Emotion Detection,Time
sad,2025-07-17 14:01:30
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
neutral,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
sad,2025-07-17 14:01:31
angry,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
angry,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
sad,2025-07-17 14:01:32
neutral,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
neutral,2025-07-17 14:01:33
neutral,2025-07-17 14:01:33
neutral,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
neutral,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
neutral,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
happy,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
sad,2025-07-17 14:01:33
neutral,2025-07-17 14:01:33
sad,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
happy,2025-07-17 14:01:34
neutral,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
sad,2025-07-17 14:01:34
neutral,2025-07-17 14:01:35
sad,2025-07-17 14:01:35
sad,2025-07-17 14:01:35
fear,2025-07-17 14:01:35
fear,2025-07-17 14:01:35
fear,2025-07-17 14:01:38
neutral,2025-07-17 14:01:38
neutral,2025-07-17 14:01:38
sad,2025-07-17 14:01:38
neutral,2025-07-17 14:01:38
neutral,2025-07-17 14:01:38
neutral,2025-07-17 14:01:38
fear,2025-07-17 14:01:38
happy,2025-07-17 14:01:38
neutral,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
sad,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
sad,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
sad,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
neutral,2025-07-17 14:01:39
sad,2025-07-17 14:01:40
neutral,2025-07-17 14:01:40
neutral,2025-07-17 14:01:40
sad,2025-07-17 14:01:41
neutral,2025-07-17 14:01:41
happy,2025-07-17 14:01:42
angry,2025-07-17 14:01:42
fear,2025-07-17 14:01:43
fear,2025-07-17 14:01:43
fear,2025-07-17 14:01:43
neutral,2025-07-17 14:01:43
sad,2025-07-17 14:01:44
neutral,2025-07-17 14:01:44
neutral,2025-07-17 14:01:44
neutral,2025-07-17 14:01:44
neutral,2025-07-17 14:01:44
sad,2025-07-17 14:01:44
fear,2025-07-17 14:01:44
fear,2025-07-17 14:01:45
fear,2025-07-17 14:01:45
fear,2025-07-17 14:01:45
sad,2025-07-17 14:01:45
sad,2025-07-17 14:01:45
sad,2025-07-17 14:01:45
sad,2025-07-17 14:01:45
sad,2025-07-17 14:01:45
sad,2025-07-17 14:01:45
neutral,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
neutral,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
angry,2025-07-17 14:01:46
angry,2025-07-17 14:01:46
angry,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
angry,2025-07-17 14:01:46
sad,2025-07-17 14:01:46
fear,2025-07-17 14:01:47
neutral,2025-07-17 14:01:47
fear,2025-07-17 14:01:47
